"age","fnlwgt","occupation","education_year","marital_status","race","gender","hours_per_week","income"
40,144778,"Handlers-cleaners",9,"Never-married","White","Male",40,0
62,221558,"Prof-specialty",14,"Separated","White","Female",24,0
22,163870,"Machine-op-inspct",9,"Never-married","White","Male",40,0
17,181337,"unknown",6,"Never-married","Other","Female",20,0
48,81154,"Protective-serv",11,"Never-married","White","Male",48,0
27,188941,"Tech-support",10,"Married-civ-spouse","White","Male",40,0
28,195520,"Adm-clerical",11,"Never-married","White","Male",40,0
28,362491,"Handlers-cleaners",9,"Never-married","White","Male",40,0
45,69596,"unknown",6,"Divorced","White","Female",40,0
23,449432,"Adm-clerical",10,"Never-married","White","Male",40,0
19,282698,"Adm-clerical",4,"Never-married","White","Male",80,0
53,276369,"Farming-fishing",9,"Married-civ-spouse","White","Male",99,0
27,189974,"Adm-clerical",10,"Divorced","White","Female",20,0
22,135716,"Handlers-cleaners",9,"Married-civ-spouse","White","Male",40,0
30,375827,"Handlers-cleaners",9,"Never-married","White","Male",40,0
47,200808,"Adm-clerical",8,"Married-civ-spouse","White","Male",35,0
28,175537,"Adm-clerical",10,"Separated","Black","Female",37,0
30,231826,"Sales",10,"Married-civ-spouse","White","Male",40,1
17,140117,"Sales",6,"Never-married","White","Female",12,0
48,248254,"Prof-specialty",10,"Married-civ-spouse","White","Female",40,1
39,184659,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
58,105363,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
40,277488,"Craft-repair",9,"Separated","White","Male",40,0
37,242713,"Priv-house-serv",8,"Separated","Black","Female",40,0
34,252646,"Prof-specialty",10,"Married-civ-spouse","White","Male",50,1
46,54985,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,1
53,218382,"Adm-clerical",12,"Married-civ-spouse","Black","Female",40,1
23,318483,"Sales",9,"Never-married","White","Male",40,0
53,155314,"Adm-clerical",9,"Married-civ-spouse","White","Female",40,1
37,155064,"Prof-specialty",11,"Divorced","White","Female",40,0
32,190290,"Farming-fishing",9,"Married-civ-spouse","White","Male",40,0
18,163067,"Protective-serv",10,"Never-married","White","Female",40,0
43,265604,"Craft-repair",9,"Married-civ-spouse","Black","Male",40,0
51,144284,"Transport-moving",9,"Married-civ-spouse","White","Male",40,0
49,232586,"Farming-fishing",13,"Divorced","White","Male",65,0
37,238433,"Transport-moving",2,"Married-civ-spouse","White","Male",40,0
58,259014,"Transport-moving",10,"Never-married","White","Male",20,0
37,315291,"Adm-clerical",13,"Never-married","Black","Female",40,0
68,133758,"unknown",4,"Widowed","Black","Male",10,0
74,146365,"Other-service",9,"Widowed","White","Female",28,0
59,194573,"Machine-op-inspct",8,"Married-civ-spouse","Black","Male",40,1
38,272671,"Sales",13,"Divorced","White","Male",50,0
73,139978,"Machine-op-inspct",7,"Married-civ-spouse","White","Male",40,0
29,336624,"Prof-specialty",13,"Never-married","White","Male",40,1
70,176940,"Adm-clerical",10,"Never-married","White","Female",16,0
32,157289,"Handlers-cleaners",9,"Married-spouse-absent","White","Male",40,0
27,217200,"Adm-clerical",10,"Never-married","White","Male",40,0
30,342709,"Craft-repair",9,"Married-spouse-absent","White","Male",40,0
63,141962,"Craft-repair",6,"Divorced","White","Male",20,0
20,163003,"Adm-clerical",9,"Never-married","Asian-Pac-Islander","Female",15,0
35,190297,"Sales",13,"Married-civ-spouse","White","Male",65,1
27,137063,"Sales",13,"Married-civ-spouse","White","Male",50,0
26,179633,"Protective-serv",10,"Never-married","White","Male",40,0
46,72506,"Other-service",9,"Married-civ-spouse","Black","Female",40,0
44,216411,"Prof-specialty",11,"Separated","White","Female",40,0
25,257006,"unknown",7,"Divorced","White","Female",40,0
18,201901,"Handlers-cleaners",9,"Never-married","White","Female",15,0
47,228372,"Prof-specialty",14,"Married-civ-spouse","White","Male",48,1
22,237386,"Prof-specialty",11,"Never-married","White","Male",50,0
44,192878,"Prof-specialty",9,"Divorced","White","Male",40,0
34,106014,"Other-service",10,"Never-married","White","Male",40,0
53,186087,"Tech-support",9,"Divorced","White","Male",40,0
39,314822,"Adm-clerical",10,"Married-civ-spouse","Black","Male",40,0
40,219240,"Adm-clerical",9,"Divorced","White","Female",22,0
48,349230,"Other-service",14,"Divorced","White","Male",40,0
51,290290,"Prof-specialty",13,"Married-civ-spouse","White","Male",45,1
48,108699,"Adm-clerical",9,"Never-married","White","Female",40,0
37,139180,"Other-service",7,"Never-married","Black","Female",40,0
29,337953,"Handlers-cleaners",13,"Never-married","White","Male",36,0
45,201080,"Sales",14,"Married-civ-spouse","White","Male",40,1
29,247445,"Craft-repair",9,"Separated","White","Male",40,0
46,138069,"Craft-repair",10,"Married-civ-spouse","White","Male",40,1
42,206066,"Prof-specialty",14,"Married-civ-spouse","White","Male",65,0
42,204235,"Prof-specialty",10,"Married-civ-spouse","White","Male",40,1
32,199244,"unknown",6,"Divorced","White","Female",40,0
21,86625,"Machine-op-inspct",10,"Never-married","White","Male",40,0
47,206947,"Exec-managerial",12,"Widowed","White","Female",67,0
64,110110,"Machine-op-inspct",7,"Married-civ-spouse","Black","Male",40,0
32,148207,"Craft-repair",11,"Married-civ-spouse","White","Male",40,0
37,103925,"Adm-clerical",9,"Widowed","White","Female",68,0
37,259882,"Sales",11,"Never-married","Black","Female",6,0
47,98524,"Machine-op-inspct",3,"Married-civ-spouse","White","Male",40,0
57,206206,"Sales",13,"Married-civ-spouse","White","Male",40,1
46,117059,"Transport-moving",11,"Married-civ-spouse","Amer-Indian-Eskimo","Male",60,0
60,142922,"Craft-repair",9,"Married-civ-spouse","White","Male",50,0
45,96798,"Transport-moving",3,"Divorced","White","Male",40,0
60,119471,"Exec-managerial",12,"Married-civ-spouse","Asian-Pac-Islander","Male",40,0
44,112763,"Prof-specialty",14,"Divorced","White","Female",38,0
43,126847,"Prof-specialty",14,"Married-spouse-absent","White","Female",60,1
18,206359,"unknown",6,"Never-married","White","Male",40,0
35,191628,"Prof-specialty",10,"Married-civ-spouse","White","Male",40,0
56,198277,"Handlers-cleaners",8,"Never-married","White","Male",40,0
30,72630,"Prof-specialty",13,"Never-married","White","Male",50,0
28,183639,"Handlers-cleaners",9,"Never-married","White","Male",40,0
50,297906,"Sales",10,"Married-civ-spouse","Asian-Pac-Islander","Male",50,1
17,347000,"Farming-fishing",8,"Never-married","White","Male",12,0
66,167687,"Farming-fishing",9,"Married-civ-spouse","White","Male",50,0
41,197069,"Adm-clerical",10,"Married-spouse-absent","Black","Male",40,0
32,147215,"Exec-managerial",13,"Married-civ-spouse","White","Female",55,1
49,200198,"Other-service",9,"Married-civ-spouse","Black","Male",40,0
66,127921,"Transport-moving",9,"Never-married","White","Male",55,0
44,182653,"Craft-repair",10,"Never-married","White","Male",20,0
50,114117,"Exec-managerial",9,"Married-civ-spouse","White","Male",32,0
45,170871,"Exec-managerial",9,"Married-civ-spouse","White","Male",55,1
23,176724,"Machine-op-inspct",7,"Married-civ-spouse","White","Male",40,0
32,228873,"Transport-moving",7,"Married-civ-spouse","White","Male",60,1
26,288959,"Sales",9,"Married-civ-spouse","Black","Male",36,0
31,180551,"Adm-clerical",9,"Married-civ-spouse","White","Female",40,1
37,409189,"Craft-repair",10,"Married-civ-spouse","White","Male",45,0
60,75726,"Exec-managerial",9,"Divorced","White","Female",40,0
60,166330,"Other-service",9,"Married-civ-spouse","White","Female",40,1
46,113390,"Adm-clerical",14,"Married-civ-spouse","White","Male",60,0
56,48102,"Exec-managerial",10,"Married-civ-spouse","White","Female",50,1
55,125147,"Exec-managerial",9,"Married-civ-spouse","White","Male",45,1
48,204629,"Prof-specialty",13,"Married-civ-spouse","White","Male",40,1
19,174478,"Other-service",9,"Never-married","White","Female",40,0
45,184441,"Machine-op-inspct",4,"Never-married","White","Female",42,0
64,33342,"Adm-clerical",10,"Divorced","White","Female",40,0
47,149218,"Craft-repair",9,"Married-civ-spouse","White","Male",35,0
28,195000,"Sales",13,"Never-married","White","Female",45,0
55,201229,"Sales",13,"Divorced","White","Female",8,0
31,243142,"Machine-op-inspct",9,"Divorced","White","Female",40,0
21,119039,"Adm-clerical",10,"Never-married","White","Female",18,0
63,231777,"unknown",14,"Married-civ-spouse","White","Male",30,0
46,314770,"Adm-clerical",10,"Divorced","White","Female",48,0
33,93056,"Handlers-cleaners",4,"Divorced","White","Male",40,0
19,386378,"Other-service",9,"Never-married","White","Male",35,0
47,165468,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,1
60,132529,"Craft-repair",9,"Married-civ-spouse","White","Male",40,0
27,61580,"Adm-clerical",10,"Divorced","White","Female",40,0
65,136431,"unknown",9,"Married-civ-spouse","White","Male",40,1
28,188171,"Transport-moving",12,"Never-married","White","Male",60,0
24,211129,"Sales",13,"Never-married","White","Female",35,0
20,374116,"Prof-specialty",9,"Never-married","White","Female",40,0
57,194850,"Other-service",10,"Married-civ-spouse","Other","Male",40,0
27,167336,"Adm-clerical",10,"Never-married","White","Female",39,0
27,168138,"Tech-support",9,"Never-married","White","Male",45,0
30,201697,"Other-service",9,"Separated","White","Female",35,0
39,86551,"Other-service",9,"Married-civ-spouse","White","Male",40,1
52,215656,"Sales",9,"Married-civ-spouse","White","Female",60,0
37,75050,"Craft-repair",11,"Married-civ-spouse","White","Male",55,0
46,380162,"Tech-support",9,"Married-civ-spouse","Black","Male",40,1
39,185405,"Craft-repair",6,"Married-civ-spouse","White","Male",40,0
26,211435,"Machine-op-inspct",9,"Never-married","White","Female",40,0
40,120277,"Sales",13,"Married-civ-spouse","White","Male",45,0
28,133625,"Transport-moving",9,"Married-civ-spouse","Black","Male",40,0
20,196758,"Sales",12,"Never-married","White","Female",20,0
50,196975,"Craft-repair",9,"Married-civ-spouse","White","Male",40,1
26,124953,"Tech-support",9,"Never-married","White","Male",40,0
78,33186,"unknown",4,"Married-civ-spouse","White","Male",60,0
25,285367,"Other-service",9,"Divorced","White","Male",50,0
47,93557,"Farming-fishing",9,"Married-civ-spouse","White","Male",40,0
26,337575,"Prof-specialty",13,"Never-married","White","Male",40,1
28,181776,"Prof-specialty",13,"Never-married","White","Female",70,0
30,373213,"Sales",11,"Divorced","White","Female",40,1
25,259688,"Craft-repair",7,"Married-civ-spouse","White","Male",50,0
55,199067,"Craft-repair",9,"Married-civ-spouse","White","Male",40,1
32,312403,"Exec-managerial",13,"Never-married","White","Female",40,0
34,265807,"Transport-moving",9,"Married-civ-spouse","White","Male",55,0
55,171015,"Sales",9,"Widowed","White","Female",40,0
38,185330,"Craft-repair",10,"Never-married","White","Female",25,0
38,165848,"Sales",13,"Married-civ-spouse","White","Male",44,0
23,122244,"Tech-support",10,"Never-married","White","Female",40,0
43,198316,"Craft-repair",10,"Married-civ-spouse","White","Male",40,0
45,252079,"Exec-managerial",14,"Married-civ-spouse","White","Male",40,1
32,194426,"Tech-support",13,"Married-civ-spouse","White","Male",40,1
34,400943,"Exec-managerial",13,"Never-married","White","Male",44,0
24,174043,"Other-service",13,"Never-married","White","Male",40,0
19,376240,"Machine-op-inspct",9,"Never-married","White","Male",42,0
38,188069,"Sales",13,"Married-civ-spouse","White","Male",40,1
24,293324,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",40,0
40,95226,"Exec-managerial",13,"Never-married","White","Male",50,0
22,64292,"Prof-specialty",13,"Never-married","White","Female",43,0
49,723746,"Craft-repair",9,"Married-civ-spouse","White","Male",43,0
37,334291,"Exec-managerial",13,"Never-married","White","Male",50,0
65,325537,"unknown",11,"Married-civ-spouse","White","Male",50,1
51,334679,"Prof-specialty",11,"Widowed","Asian-Pac-Islander","Female",40,0
63,85420,"Exec-managerial",10,"Married-civ-spouse","White","Male",10,0
33,239781,"Farming-fishing",1,"Married-civ-spouse","White","Male",40,0
41,281725,"Machine-op-inspct",3,"Divorced","White","Female",40,0
28,266070,"Prof-specialty",15,"Never-married","White","Female",50,0
35,287548,"Sales",10,"Married-civ-spouse","White","Male",55,1
54,199307,"Craft-repair",10,"Divorced","White","Female",48,0
55,225365,"Other-service",9,"Widowed","White","Female",30,0
24,179203,"Sales",8,"Never-married","White","Male",55,0
47,168337,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",48,1
30,48458,"Adm-clerical",10,"Never-married","Black","Female",40,0
46,206357,"unknown",3,"Married-civ-spouse","White","Female",40,0
48,180446,"Machine-op-inspct",6,"Married-civ-spouse","Black","Male",40,0
37,31023,"Craft-repair",9,"Married-civ-spouse","White","Male",45,0
30,211840,"Sales",10,"Separated","Black","Female",16,0
59,308118,"Exec-managerial",12,"Widowed","White","Female",40,1
57,161662,"Craft-repair",9,"Married-spouse-absent","White","Male",40,0
34,362775,"Other-service",6,"Married-civ-spouse","Amer-Indian-Eskimo","Female",30,0
31,329172,"Adm-clerical",10,"Divorced","White","Female",40,0
38,134069,"Exec-managerial",14,"Married-civ-spouse","White","Male",60,1
32,167476,"Craft-repair",9,"Married-civ-spouse","White","Male",45,0
68,195868,"Sales",13,"Married-civ-spouse","White","Male",40,1
50,166423,"Adm-clerical",9,"Married-civ-spouse","White","Female",40,1
20,164922,"Craft-repair",9,"Never-married","White","Male",40,0
42,335248,"Prof-specialty",11,"Divorced","White","Female",36,0
35,93034,"Machine-op-inspct",9,"Never-married","Asian-Pac-Islander","Male",40,0
49,189762,"Exec-managerial",10,"Divorced","White","Male",40,0
39,49105,"Adm-clerical",11,"Separated","White","Female",40,0
79,84616,"Exec-managerial",7,"Married-civ-spouse","White","Male",7,0
44,193755,"Protective-serv",12,"Never-married","White","Male",40,0
20,319758,"Handlers-cleaners",10,"Never-married","White","Female",40,0
25,189897,"Craft-repair",9,"Never-married","White","Male",40,0
44,786418,"Transport-moving",9,"Married-civ-spouse","Black","Male",60,0
31,161765,"Sales",10,"Married-civ-spouse","White","Male",57,0
39,109766,"Prof-specialty",15,"Married-civ-spouse","White","Male",50,1
20,216825,"Sales",9,"Never-married","White","Female",25,0
34,226872,"Sales",13,"Divorced","White","Female",40,0
56,160829,"Adm-clerical",9,"Divorced","White","Female",46,0
25,122999,"Craft-repair",9,"Never-married","White","Male",40,0
52,89705,"Prof-specialty",14,"Married-civ-spouse","White","Male",40,1
20,210444,"Prof-specialty",10,"Never-married","White","Male",25,0
63,133144,"Prof-specialty",9,"Married-civ-spouse","White","Male",45,0
42,44402,"Sales",13,"Married-civ-spouse","White","Male",60,0
26,86483,"Other-service",6,"Divorced","White","Female",40,0
40,116632,"Sales",13,"Divorced","White","Male",80,0
67,323636,"Craft-repair",9,"Married-civ-spouse","White","Male",15,0
41,309932,"Craft-repair",9,"Married-civ-spouse","White","Male",50,0
33,192644,"Handlers-cleaners",9,"Separated","White","Male",35,0
31,300687,"Other-service",9,"Never-married","Black","Male",40,0
28,380390,"Exec-managerial",13,"Married-civ-spouse","White","Male",50,0
22,33087,"Machine-op-inspct",9,"Married-civ-spouse","White","Male",45,0
47,183013,"Other-service",9,"Married-civ-spouse","White","Male",40,0
70,221603,"Sales",10,"Widowed","White","Female",34,0
18,174394,"Other-service",9,"Never-married","White","Female",20,0
18,294720,"Other-service",7,"Never-married","White","Male",12,0
28,201844,"unknown",9,"Separated","White","Female",40,0
21,43535,"Sales",10,"Never-married","White","Female",40,0
57,172654,"Transport-moving",15,"Married-civ-spouse","White","Male",50,1
69,150080,"Farming-fishing",9,"Married-civ-spouse","White","Male",40,0
35,195744,"Other-service",9,"Married-civ-spouse","White","Male",40,0
47,280483,"Craft-repair",9,"Separated","Black","Female",40,0
26,389856,"Transport-moving",9,"Married-civ-spouse","White","Male",40,0
50,201513,"Adm-clerical",9,"Divorced","White","Female",40,0
36,219546,"Exec-managerial",10,"Married-civ-spouse","White","Male",60,1
60,145209,"Sales",9,"Married-civ-spouse","White","Male",60,0
17,168203,"Farming-fishing",4,"Never-married","Other","Male",40,0
22,42004,"unknown",10,"Never-married","White","Male",30,0
22,187703,"Other-service",11,"Never-married","White","Male",40,0
