"cut","depth","table","price","x","y","z"
"Premium",62.4,60,1815,5.12,5.11,3.19
"Premium",63,57,523,4.35,4.32,2.73
"Premium",61,56,989,4.68,4.63,2.84
"Very Good",59.7,60,2219,5.18,5.24,3.11
"Ideal",61.4,54,706,4.54,4.58,2.8
"Ideal",61.5,55,844,4.31,4.28,2.64
"Ideal",61.4,56,1415,5.21,5.24,3.21
"Ideal",62.1,54,532,4.65,4.69,2.9
"Ideal",61.4,55,3192,5.96,5.99,3.67
"Very Good",62.8,58,7150,6.11,6.22,3.87
"Ideal",61.3,56,974,4.52,4.55,2.78
"Premium",62.7,60,4460,6.13,6.06,3.82
"Ideal",61.8,56,628,4.62,4.66,2.87
"Ideal",61.8,55,11574,7.4,7.44,4.58
"Ideal",61.1,57,2066,5.37,5.33,3.27
"Ideal",61.3,57,4712,6.73,6.67,4.11
"Ideal",62.8,56,3238,5.68,5.6,3.54
"Premium",61.6,60,675,4.33,4.28,2.65
"Premium",62.4,62,1629,5.07,5.03,3.15
"Premium",61.4,58,776,4.35,4.32,2.66
"Ideal",60.9,57,943,4.42,4.45,2.7
"Very Good",63.1,56,634,4.5,4.53,2.85
"Ideal",60.2,57,830,4.85,4.81,2.91
"Good",61.1,63,8254,7.27,7.34,4.46
"Ideal",61.6,57,1332,5.13,5.1,3.15
"Very Good",60.8,56,1343,5.17,5.2,3.15
"Good",59.9,65,1088,4.83,4.89,2.91
"Premium",60.5,60,5659,6.53,6.62,3.98
"Very Good",62.1,59,4309,6.09,6.14,3.8
"Premium",59.9,61,6097,6.5,6.46,3.88
"Ideal",61.5,58,3173,5.97,6,3.68
"Ideal",61.6,56,1400,4.81,4.84,2.97
"Ideal",62.1,54,698,4.37,4.3,2.69
"Ideal",60.4,56,641,4.77,4.8,2.89
"Ideal",62.2,55,1263,4.72,4.74,2.94
"Very Good",60.8,61,625,4.33,4.35,2.64
"Fair",65.9,54,1415,5.57,5.53,3.66
"Very Good",62.1,56,418,4.07,4.11,2.54
"Ideal",60.3,57,780,4.42,4.44,2.67
"Ideal",61.1,57,4368,6.9,6.81,4.19
"Ideal",61.6,54,997,4.61,4.64,2.85
"Very Good",60.2,60,669,4.54,4.57,2.74
"Ideal",59.6,57,6391,6.83,6.79,4.06
"Ideal",62.1,56,686,4.47,4.51,2.79
"Premium",62.7,60,1063,4.7,4.64,2.93
"Premium",61.2,61,2386,5.71,5.66,3.48
"Ideal",61.9,55,1932,5.69,5.75,3.54
"Fair",65.5,57,3226,6.05,6.01,3.95
"Ideal",61.9,56,702,4.36,4.4,2.71
"Premium",61.2,59,1911,5.14,5.16,3.15
"Premium",61.4,58,732,4.36,4.33,2.67
"Very Good",61.5,55,2256,5.4,5.43,3.33
"Very Good",60.9,59,575,4.03,4.11,2.48
"Premium",61.6,60,7466,6.41,6.38,3.94
"Very Good",60.6,56,4081,6.27,6.3,3.81
"Very Good",63.5,56,523,4.32,4.28,2.73
"Very Good",60.2,60,2314,5.29,5.38,3.21
"Ideal",61.6,56,2623,5.69,5.71,3.51
"Very Good",60.9,62,3146,6.26,6.31,3.83
"Premium",62.4,58,8767,7.03,6.95,4.36
"Premium",62,58,4355,6.16,6.13,3.81
"Ideal",62.2,54,8011,6.44,6.46,4.01
"Very Good",62.3,57,389,4.33,4.44,2.73
"Ideal",61.4,58,4766,6.47,6.52,3.99
"Fair",56.8,66,12811,8.79,8.69,4.96
"Very Good",60.9,56,737,4.76,4.8,2.91
"Ideal",61.3,54,2978,5.77,5.83,3.54
"Ideal",60.8,57,15395,7.44,7.46,4.53
"Premium",62,59,4989,6.39,6.32,3.94
"Ideal",62.4,55,2242,5.24,5.28,3.28
"Ideal",61.4,56,7691,7.01,6.97,4.29
"Premium",59.8,59,10749,7.77,7.74,4.64
"Premium",61.8,60,630,4.29,4.25,2.64
"Ideal",61.2,55.4,9067,7.38,7.45,4.54
"Ideal",62.2,56,5151,5.99,6.03,3.74
"Ideal",63.3,54,4744,6.78,6.72,4.27
"Ideal",59.5,57,1019,5.46,5.42,3.24
"Premium",61.6,58,2172,5.39,5.35,3.31
"Ideal",61.1,56,8647,6.51,6.49,3.97
"Ideal",62.3,54,7187,6.59,6.61,4.11
"Ideal",62.2,56.4,1391,5.09,5.16,3.19
"Good",63.8,57,739,4.8,4.82,3.07
"Ideal",60.7,58,871,4.37,4.41,2.67
"Good",60.7,61,706,4.86,4.89,2.96
"Premium",62.5,58,12940,8.14,8.03,5.05
"Very Good",61.4,55,522,4.21,4.24,2.59
"Ideal",61.8,56,1155,4.94,4.9,3.04
"Ideal",61.3,56.2,1010,4.69,4.71,2.88
"Ideal",62.8,57,2728,5.73,5.74,3.6
"Ideal",60.9,57,635,4.37,4.4,2.67
"Premium",59.4,60,1132,5.24,5.26,3.12
"Premium",62.3,58,608,4.33,4.31,2.69
"Very Good",59.2,61,4724,6.63,6.68,3.94
"Ideal",60.9,57,1702,5.3,5.34,3.24
"Ideal",61.7,56,9636,6.18,6.23,3.83
"Premium",61.3,60,4209,6.19,6.14,3.78
"Premium",60.6,60,675,4.34,4.3,2.62
"Premium",59.5,59,7903,7.13,7.06,4.22
"Premium",61.5,58,4032,7.38,7.2,4.5
"Ideal",62.1,55,775,4.44,4.48,2.77
"Premium",61.3,60,6451,6.87,6.81,4.19
"Premium",62.6,58,16253,7.67,7.59,4.78
"Premium",61.6,62,506,4.3,4.27,2.64
"Premium",62.3,59,3377,6.15,6.2,3.85
"Ideal",59.2,56,706,4.6,4.65,2.74
"Premium",62.7,59,17688,8.03,8.08,5.05
"Ideal",61.8,55,3097,5.19,5.2,3.21
"Good",63.6,54,3699,6.44,6.36,4.07
"Fair",62.9,68,1348,5.02,4.96,3.14
"Premium",62,60,6814,6.49,6.45,4.01
"Premium",62.5,60,6702,6.43,6.34,3.99
"Ideal",60.5,56,1306,5.49,5.59,3.35
"Ideal",61.7,54,764,4.32,4.34,2.67
"Premium",58.5,60,1209,5.37,5.33,3.13
"Good",57.7,60,739,4.69,4.64,2.69
"Premium",60.4,58,6397,6.51,6.47,3.92
"Very Good",60.9,61,473,4.27,4.3,2.61
"Premium",59.8,59,1806,5.75,5.72,3.43
"Very Good",62.8,58,4045,6.15,6.18,3.87
"Ideal",61.2,55,1956,5.25,5.21,3.2
"Ideal",62.6,56,706,4.49,4.52,2.82
"Ideal",61.4,56,1326,4.82,4.85,2.97
"Premium",62,60,4980,7.32,7.4,4.56
"Ideal",61.9,57,2724,5.7,5.68,3.52
"Premium",58.7,60,558,4.47,4.43,2.61
"Ideal",62.4,57,3279,6.06,6.03,3.77
"Premium",59.2,62,5723,6.54,6.49,3.86
"Premium",62.3,59,5650,6.69,6.66,4.16
"Ideal",60.7,60,8056,7.49,7.46,4.54
"Ideal",61.9,57,14040,8.09,8.06,5
"Premium",62,58,675,4.28,4.24,2.64
"Ideal",62.7,56,1103,4.77,4.74,2.98
"Very Good",62.1,59,1179,4.85,4.81,3
"Premium",61.5,58,15991,7.48,7.51,4.61
"Ideal",61.1,56,707,4.56,4.58,2.79
"Premium",61.8,58,709,4.53,4.5,2.79
"Premium",61,59,645,4.39,4.43,2.69
"Fair",64.8,54,1799,5.69,5.67,3.68
"Ideal",62.6,53,2011,5.72,5.69,3.57
"Fair",65.4,58,7186,7.22,7.17,4.7
"Premium",61.1,59,698,4.36,4.35,2.66
"Good",57.6,63,16206,8.2,8.16,4.73
"Very Good",63.2,56,3570,6.15,6.09,3.87
"Premium",62,57,3774,6.53,6.47,4.03
"Ideal",63,56,1317,5.13,5.06,3.21
"Ideal",62.3,56,5443,6.84,6.91,4.28
"Premium",60.7,61,13820,8.09,8.03,4.89
"Premium",60.9,58,933,4.68,4.71,2.86
"Very Good",61.9,58,7372,6.74,6.79,4.19
"Ideal",61.8,56,707,4.31,4.36,2.68
"Good",63.1,56,2127,5.63,5.66,3.56
"Ideal",61.6,58,545,4.27,4.3,2.64
"Ideal",62.5,55,1646,5.4,5.42,3.38
"Premium",62.2,58,552,4.28,4.31,2.67
"Premium",62.3,56,1837,5.14,5.13,3.2
"Ideal",61,55,9698,6.95,6.93,4.23
"Premium",61,58,1154,5.23,5.27,3.2
"Ideal",61.3,56,4455,6.52,6.47,3.98
"Very Good",63.4,56,784,4.73,4.7,2.99
"Ideal",62.1,55,1400,4.78,4.81,2.98
"Premium",61.9,58,14424,7.38,7.35,4.56
"Ideal",61.9,56,3189,5.8,5.77,3.58
"Very Good",64.1,59,3255,5.97,6.07,3.86
"Premium",60.9,57,1008,4.91,4.88,2.98
"Good",64.3,57,975,5.03,4.94,3.21
"Premium",60.9,60,1813,5.22,5.16,3.16
"Premium",62.3,57,7955,7.28,7.22,4.52
"Premium",62.2,56,13767,8.19,8.08,5.06
"Ideal",62,57,2917,6.22,6.26,3.87
"Ideal",61.6,54.9,681,4.4,4.43,2.72
"Premium",61,58,1044,4.52,4.56,2.77
"Ideal",60.7,56,1180,5.13,5.18,3.13
"Ideal",60.9,56,8029,6.51,6.55,3.98
"Ideal",61.3,54,1063,5.11,5.03,3.11
"Ideal",61.5,55,945,4.51,4.56,2.79
"Premium",62.3,56,1059,4.78,4.76,2.97
"Premium",61.4,59,7133,6.98,6.94,4.27
"Ideal",61.3,57,7943,7.43,7.52,4.58
"Ideal",61.4,56,756,4.42,4.47,2.73
"Ideal",60.6,56,827,4.73,4.7,2.86
"Ideal",60.5,59,18299,8.45,8.5,5.13
"Very Good",60.4,58,3911,5.94,6.01,3.61
"Ideal",60.3,57,438,4.36,4.39,2.64
"Fair",58,66,1035,5.08,5.03,2.93
"Fair",66.2,59,4368,6.55,6.47,4.31
"Ideal",61.6,56,1073,5.25,5.28,3.24
"Premium",61.8,60,6224,7.28,7.25,4.49
"Very Good",60,59,5584,6.98,7.01,4.2
"Ideal",62.9,56,5375,6.41,6.38,4.02
"Premium",62.4,58,403,4.24,4.26,2.65
"Premium",61.3,60,1654,5.13,5.08,3.13
"Very Good",61.3,60,1071,5.15,5.23,3.18
"Ideal",62.1,53,2895,5.71,5.75,3.56
"Good",63.9,56,3058,6.11,6.06,3.89
"Very Good",61.9,58,625,4.3,4.33,2.67
"Very Good",60.9,56,1768,5.17,5.21,3.16
"Premium",61.3,60,15987,8.16,8.11,4.99
"Premium",60.8,55,1009,4.71,4.67,2.85
"Very Good",61.4,56,3075,5.71,5.73,3.51
"Premium",62.7,59,5197,6.36,6.4,4
"Premium",60.8,59,9157,7.34,7.36,4.47
"Ideal",62.1,53,828,4.73,4.77,2.95
"Ideal",63,57,1605,5.14,5.12,3.23
"Ideal",60.1,56,1112,4.72,4.69,2.83
"Ideal",62,56,3697,5.87,5.9,3.65
"Very Good",60.8,56,651,4.83,4.87,2.95
"Ideal",61,55,1708,5.33,5.35,3.26
"Very Good",59.9,60,3581,6.19,6.23,3.72
"Ideal",61.7,55.9,604,4.45,4.49,2.75
"Premium",61.2,59,1069,5.3,5.26,3.23
"Very Good",63.5,57,5713,6.38,6.31,4.03
"Ideal",60.7,56,10556,7.05,7.03,4.27
"Premium",62.9,58,1666,5.09,5.05,3.19
"Premium",61.3,58,2100,5.75,5.67,3.5
"Ideal",62.3,57,6396,7.08,7.02,4.39
"Ideal",60.7,57,4028,6.83,6.77,4.13
"Premium",61.7,58,752,4.39,4.42,2.72
"Premium",62.3,58,6532,6.54,6.5,4.06
"Good",63.2,58,789,4.23,4.25,2.68
"Premium",60.3,60,2674,5.77,5.74,3.47
"Very Good",62.6,58,1682,5.14,5.18,3.23
"Premium",60.6,58,526,4.3,4.34,2.62
"Very Good",63,59,1154,4.75,4.81,3.01
"Premium",59.7,61,525,4.1,4.08,2.44
"Premium",61.3,59,788,4.57,4.54,2.79
"Premium",61.7,58,4620,6.34,6.39,3.93
"Good",63.4,58,7042,6.61,6.67,4.21
"Very Good",63.1,57,2918,5.95,5.9,3.74
"Good",63.2,57,3401,6.06,6.15,3.86
"Very Good",60.3,57,1204,5.15,5.17,3.11
"Ideal",60.6,56,619,4.58,4.63,2.79
"Ideal",61.7,57,9189,7.36,7.41,4.56
"Very Good",60.3,57,11998,7.55,7.6,4.57
"Very Good",59.3,57,5604,6.98,7.04,4.16
"Very Good",62.9,58,982,4.67,4.71,2.95
"Ideal",62.6,56,2907,5.7,5.73,3.58
"Ideal",60.9,56,492,4.45,4.48,2.72
"Ideal",62,56,9030,6.92,6.86,4.27
"Ideal",62,58,10359,6.97,7.02,4.34
"Ideal",62.8,57,4116,6.45,6.41,4.04
"Very Good",63.2,55,1667,5.21,5.17,3.28
"Ideal",61.8,55,2308,5.77,5.75,3.56
"Premium",62.2,59,4123,6.19,6.23,3.86
"Ideal",61.4,56,2275,5.19,5.23,3.2
"Very Good",63.4,59,3911,6.12,6.15,3.89
"Premium",60.4,59,1003,4.9,4.93,2.97
"Good",64.3,57,2142,5.63,5.59,3.61
"Premium",60,60,3568,6.47,6.42,3.87
"Premium",59.5,58,580,4.22,4.18,2.5
"Premium",60.9,58,2005,5.73,5.66,3.47
"Premium",60.9,59,729,4.62,4.58,2.8
"Very Good",61.8,56,3774,6,6.03,3.72
"Premium",62.4,58,4452,6.54,6.5,4.07
"Premium",60.7,58,767,4.54,4.58,2.77
"Premium",61.1,61,1991,5.79,5.74,3.52
"Ideal",61.1,56,1179,4.82,4.84,2.95
"Premium",62.3,58,6716,6.49,6.52,4.05
"Premium",62.9,58,788,4.52,4.48,2.83
"Fair",65.5,54,1031,5.06,4.92,3.25
"Very Good",60.6,60,14603,8.51,8.56,5.17
"Very Good",61.7,55,5917,6.5,6.56,4.03
"Ideal",62.7,54,5401,6.6,6.54,4.12
"Ideal",61.6,53,984,4.43,4.47,2.74
"Ideal",63,57,1571,5.06,5,3.17
"Ideal",60.7,57,605,4.29,4.34,2.62
"Very Good",63.4,59,554,4,4.04,2.55
"Ideal",61.3,56,3362,5.92,6,3.64
"Premium",62.9,53,7848,6.39,6.32,4
"Premium",60.9,60,13853,7.42,7.35,4.5
"Premium",61.6,58,854,4.44,4.39,2.72
"Premium",61.6,59,992,4.85,4.83,2.98
"Ideal",61,56,3015,5.99,6.05,3.67
"Premium",61.1,59,5152,6.58,6.51,4
"Ideal",61.8,56.2,15766,8.2,8.23,5.07
"Good",63.3,62,847,4.67,4.71,2.97
"Premium",62.1,61,7728,6.74,6.68,4.17
"Very Good",62.7,55,17752,8.07,8.14,5.08
"Ideal",62.4,56,449,3.99,4.03,2.5
"Ideal",61.8,56,14014,7.6,7.57,4.69
"Ideal",61,56,978,4.49,4.52,2.75
"Ideal",61.5,56,6680,6.22,6.24,3.83
"Premium",60.2,60,9992,7.2,7.12,4.31
"Very Good",62.8,61,1197,4.99,5.01,3.14
"Ideal",62.3,55,2055,5.25,5.31,3.29
"Premium",62.1,62,1940,5.87,5.82,3.63
"Ideal",62.4,56,5599,6.43,6.39,4
"Premium",60,58,579,4.47,4.49,2.69
"Ideal",61.6,55,1822,5.15,5.2,3.19
"Premium",61.1,58,982,4.74,4.76,2.9
"Ideal",62.4,56,2478,5.66,5.69,3.54
"Very Good",62.5,57,8150,6.84,6.75,4.25
"Ideal",61.9,55,625,4.31,4.35,2.68
"Very Good",63.1,59,6440,6.26,6.36,3.98
"Ideal",60.5,54,4858,6.4,6.38,3.87
"Good",65.1,58,2803,5.56,5.59,3.63
"Ideal",62.3,57,499,4.29,4.31,2.68
"Ideal",61.6,57,2361,5.22,5.27,3.23
"Premium",59.2,59,3217,5.8,5.86,3.45
"Ideal",62.2,56,854,4.46,4.44,2.77
"Ideal",62.1,55,4932,6.65,6.68,4.14
"Premium",62.1,58,5242,6.43,6.39,3.98
"Premium",60.1,61,951,4.76,4.72,2.85
"Ideal",62.1,56,5164,6.56,6.59,4.08
"Premium",59.8,58,2042,5.93,5.88,3.53
"Ideal",61.1,56,1240,5.26,5.22,3.2
"Very Good",60.7,58,5248,6.4,6.51,3.92
"Ideal",62.5,56,6856,6.63,6.55,4.12
"Very Good",61.1,61,533,4.03,4.06,2.47
"Premium",62.9,60,5599,6.43,6.35,4.02
"Premium",59.1,57,1050,4.87,4.81,2.86
"Very Good",62.4,60,400,3.9,3.92,2.44
"Very Good",61,58,6931,6.5,6.54,3.98
"Premium",62.2,55,821,4.52,4.48,2.8
"Fair",64.6,56,903,5.26,5.2,3.38
"Ideal",61.7,56,1024,4.82,4.8,2.97
"Good",63.4,56,718,4.77,4.79,3.03
"Ideal",61.9,56,1668,5.22,5.25,3.24
"Ideal",62.7,55,1698,5.26,5.24,3.29
"Ideal",62.2,56,1966,5.37,5.4,3.35
"Good",57.7,60,3082,5.83,5.86,3.37
"Ideal",59.4,60,8555,7.54,7.5,4.47
"Ideal",62.1,56,4279,5.46,5.43,3.38
"Very Good",63.7,60,13012,7.2,7.24,4.6
"Premium",61.7,59,4838,6.78,6.74,4.17
"Ideal",61.7,55.7,2206,5.09,5.12,3.13
"Premium",59.9,60,16779,7.47,7.39,4.45
"Ideal",62,54,1006,4.99,5.01,3.1
"Premium",59.3,58,1662,5.23,5.2,3.09
"Very Good",62.5,60,8184,7.25,7.32,4.55
"Premium",61.9,58,526,4.3,4.33,2.67
"Premium",62.5,62,2984,6.42,6.35,3.99
"Ideal",62.1,56,907,4.33,4.27,2.67
"Premium",62.2,61,2005,5.85,5.82,3.63
"Premium",62.8,60,2782,5.68,5.66,3.56
"Ideal",61.3,54,1417,5.34,5.37,3.28
"Ideal",60.2,57,1857,5.24,5.26,3.16
"Very Good",61.1,57,9870,6.36,6.51,3.93
"Ideal",60.7,57,1912,5.12,5.16,3.12
"Premium",61.2,58,5759,6.46,6.49,3.96
"Premium",61.6,59,4452,6.47,6.39,3.96
"Ideal",61.2,56,571,4.54,4.55,2.78
"Ideal",60.9,60,10353,6.91,6.86,4.19
"Very Good",60.9,59,9343,7.35,7.4,4.49
"Premium",59.5,60,5301,6.54,6.46,3.87
"Premium",62.6,52,9257,6.93,6.88,4.32
"Ideal",61.8,54,1292,5.35,5.37,3.31
"Ideal",60.8,56,537,4.25,4.23,2.58
"Very Good",61.7,57,461,3.99,4.02,2.47
"Premium",60.3,60,16409,7.34,7.43,4.45
"Ideal",61.8,56,3246,6.04,6.06,3.74
"Very Good",62.6,57,12386,7.25,7.41,4.59
"Premium",60.9,60,683,4.79,4.83,2.93
"Very Good",57.2,60,1178,5.18,5.21,2.97
"Good",64.1,54,2608,5.78,5.76,3.7
"Very Good",63.2,59,4561,6.38,6.34,4.02
"Premium",59.6,58,2234,5.79,5.72,3.43
"Fair",64.9,58,3504,7.18,7.13,4.65
"Ideal",61.8,54,665,4.33,4.34,2.68
"Premium",59.3,58,833,4.75,4.73,2.81
"Good",61.5,64,4568,6.38,6.41,3.93
"Ideal",61.6,56,4743,6.31,6.39,3.91
"Fair",65.7,63,3062,6.01,5.96,3.93
"Ideal",61.9,55,1353,4.95,4.99,3.08
"Very Good",60.6,56,7001,6.45,6.51,3.93
"Good",62.4,59,5378,6.29,6.33,3.94
"Ideal",60.7,55,6316,6.62,6.67,4.03
"Ideal",62.2,55,1739,5.25,5.28,3.28
"Very Good",62.4,60,4875,6.6,6.67,4.14
"Ideal",61.1,57,815,4.74,4.78,2.91
"Ideal",61.8,54,1402,5.28,5.3,3.27
"Premium",60.5,58,2134,5.61,5.57,3.38
"Good",58.8,63,2120,5.75,5.88,3.42
"Premium",60,59,6460,6.6,6.54,3.94
"Ideal",60.8,54,1589,5.55,5.6,3.39
"Very Good",61.1,57,3170,5.84,5.95,3.6
"Ideal",62.1,56,1076,4.8,4.77,2.97
"Very Good",63.3,54,1758,5.07,5.04,3.2
"Good",63.7,57,6499,6.32,6.37,4.04
"Premium",59.6,59,4317,6.59,6.52,3.91
"Good",59.8,64,4498,6.94,6.9,4.14
"Ideal",61.7,56,6405,6.73,6.78,4.17
"Very Good",63.4,55,1356,5.39,5.43,3.43
"Ideal",62.6,56,1893,5.33,5.27,3.32
"Very Good",63.3,56,8391,7.18,7.29,4.58
"Ideal",61.9,56,475,4.3,4.32,2.67
"Premium",59.8,58,631,4.54,4.52,2.71
"Premium",58.9,59,930,4.5,4.47,2.64
"Good",63.9,56,4581,6.37,6.18,4.01
"Premium",61.2,62,765,4.48,4.44,2.73
"Ideal",59.8,60,12846,7.45,7.5,4.47
"Ideal",62.1,54,1103,4.83,4.8,2.99
"Premium",61.3,60,720,4.38,4.33,2.67
"Premium",60.9,60,558,4.38,4.35,2.66
"Good",64.1,59.4,3816,6.04,6.08,3.88
"Premium",62.3,62,7137,6.72,6.69,4.18
"Ideal",61.5,55,1718,4.61,4.63,2.84
"Ideal",61.3,56,1901,5.73,5.78,3.53
"Ideal",62.4,57,2553,5.97,5.95,3.72
"Very Good",60.9,59,731,4.86,4.9,2.97
"Very Good",61.6,58,374,4.36,4.4,2.7
"Ideal",62.3,54,15874,6.97,7.03,4.36
"Ideal",61,56,1098,5.16,5.2,3.16
"Premium",60.1,58,1733,5.26,5.23,3.15
"Very Good",62.8,55,2604,5.68,5.73,3.58
"Fair",66,56,2121,5.59,5.56,3.68
"Fair",64.4,61,11212,7.74,7.78,5
"Ideal",62.1,55,7036,6.96,7,4.34
"Premium",62.8,58,818,4.73,4.69,2.96
"Very Good",61.9,56,2228,5.79,5.87,3.61
"Very Good",63,59,526,4.21,4.27,2.67
"Good",58.7,61,3769,6.5,6.52,3.82
"Ideal",62.4,53,3195,5.79,5.82,3.62
"Ideal",60.6,55,2117,5.41,5.48,3.3
"Premium",61,58,9450,7.35,7.3,4.47
"Ideal",60.5,57,1884,5.33,5.38,3.24
"Premium",61.1,58,3006,5.8,5.76,3.53
"Ideal",62.1,57,1911,5.13,5.17,3.2
"Premium",61,60,723,4.43,4.46,2.71
"Premium",60.9,60,945,4.77,4.75,2.9
"Very Good",62.9,59,473,4.26,4.3,2.69
"Very Good",59.1,58,9694,7.06,7.09,4.18
"Premium",62,60,725,4.31,4.27,2.66
"Ideal",61.9,55,1736,5.24,5.26,3.25
"Premium",62.6,58,7114,6.37,6.4,4
"Premium",61.3,60,789,4.54,4.59,2.8
"Ideal",61.5,54,5732,6.64,6.65,4.09
"Ideal",61,57,10295,6.87,6.93,4.21
"Ideal",62.1,54,884,4.98,5,3.1
"Premium",59.2,60,686,4.56,4.6,2.71
"Ideal",62,57,4124,5.7,5.72,3.54
"Ideal",62.6,57,6501,6.39,6.43,4.01
"Premium",62.6,60,8118,7.57,7.52,4.72
"Ideal",61.6,55,744,4.55,4.57,2.81
"Ideal",62.2,57,3800,6.2,6.24,3.87
"Ideal",61.9,56,1637,5.24,5.2,3.23
"Good",63.2,59,3378,4.99,5.04,3.17
"Very Good",62.1,53,918,4.4,4.45,2.75
"Ideal",62,56,673,4.23,4.27,2.63
"Premium",62.9,58,4913,6.74,6.69,4.23
"Ideal",61.4,54,2548,5.79,5.81,3.56
"Premium",62.7,55,8597,6.96,6.91,4.35
"Very Good",63.5,57,4659,6.31,6.35,4.02
"Good",64.3,60,11954,7.91,7.86,5.07
"Ideal",62.4,56,956,4.49,4.45,2.79
"Very Good",62.1,57,1095,5.35,5.41,3.34
"Ideal",61.6,56,8299,6.88,6.91,4.25
"Ideal",61.6,56,573,4.48,4.51,2.77
"Premium",62.4,58,4862,6.56,6.51,4.07
"Ideal",62.7,54,2984,5.8,5.77,3.63
"Ideal",61.6,56,631,4.56,4.59,2.82
"Good",61.5,60.8,12429,7.48,7.53,4.62
"Premium",62.3,59,12182,8.01,7.97,4.98
"Ideal",62.9,56,2201,5.98,5.94,3.75
"Very Good",60.3,59,957,5.3,5.34,3.21
"Ideal",61.3,57,2869,5.84,5.81,3.57
"Ideal",61.3,56,16790,7.54,7.63,4.65
"Fair",59.8,68,12610,8.13,7.95,4.81
"Premium",61.6,55,2348,5.7,5.66,3.5
"Ideal",62.1,57,16716,8.26,8.32,5.15
"Very Good",63.4,55,698,4.33,4.32,2.74
"Fair",65.5,57,3802,6.19,6.24,4.07
"Very Good",62.8,57,1764,5.05,5.07,3.18
"Ideal",61.1,57,9260,6.84,6.78,4.16
"Fair",65.1,56,1238,5.02,4.99,3.26
"Very Good",63.3,57,7728,7.28,7.23,4.59
"Good",60.9,65,2085,5.86,5.69,3.51
"Ideal",61.1,57,14429,7,6.98,4.27
"Very Good",60.6,58,8916,7.41,7.43,4.5
"Very Good",63.4,56,574,4.29,4.26,2.71
"Very Good",60.9,59,3220,5.83,5.87,3.56
"Good",60.5,62,11399,7.32,7.38,4.45
"Ideal",61.3,56,6586,6.59,6.62,4.05
"Premium",62.3,58,17416,8.22,8.16,5.1
"Ideal",62.5,57,4648,6.5,6.46,4.05
"Premium",61,60,1145,4.64,4.61,2.82
"Ideal",61.8,56,2837,5.74,5.69,3.53
"Ideal",61.9,56,1250,4.87,4.82,3
"Premium",62.6,58,540,4.28,4.22,2.66
"Premium",62.8,60,832,4.86,4.82,3.04
"Good",64.5,58,6449,6.27,6.31,4.06
"Premium",62,59,14224,7.55,7.6,4.7
"Ideal",61.8,54,789,4.38,4.42,2.72
"Ideal",61.2,57,4410,6.62,6.55,4.03
"Ideal",61.2,55,978,4.48,4.51,2.75
"Good",63.8,58,1548,4.85,4.78,3.07
"Ideal",62.7,57,758,4.4,4.44,2.77
"Fair",64.9,56,2322,6.17,6.12,3.99
"Ideal",61.7,56,1834,4.95,5,3.07
"Very Good",62.8,57,705,4.71,4.75,2.97
"Ideal",60.4,56,1337,5.31,5.29,3.2
"Ideal",62.8,56,7738,6.49,6.45,4.06
"Ideal",61.3,57,1069,4.32,4.29,2.64
"Ideal",61.4,60,6186,6.92,6.95,4.26
"Ideal",61.4,56,5182,6.79,6.82,4.18
"Fair",56.2,61,15695,8.8,8.33,4.81
"Premium",61.1,57,576,4.42,4.39,2.69
"Very Good",62,60,485,3.96,4.01,2.47
"Ideal",61.7,57,1071,4.32,4.34,2.67
"Very Good",62,60,2257,5.67,5.72,3.53
"Ideal",61.4,56,2441,5.19,5.23,3.2
"Premium",60.9,58,8900,7.63,7.58,4.63
"Ideal",60.7,57,742,4.88,4.91,2.97
"Good",63.2,58,8868,7.25,7.31,4.6
"Very Good",60.7,59,576,4.07,4.1,2.48
"Premium",60.3,55,2176,5.8,5.75,3.48
"Ideal",61.1,57,2243,5.11,5.13,3.13
"Fair",62,66,4553,6.75,6.63,4.16
"Ideal",62.1,56,5516,6.22,6.24,3.87
"Very Good",63.1,57,5226,6.39,6.29,4
"Very Good",62.1,58,6019,6.72,6.77,4.19
"Ideal",61.9,56,3510,5.78,5.81,3.59
"Ideal",61.4,57,2557,5.98,6.03,3.69
"Premium",61.1,58,11638,8.6,8.56,5.24
"Premium",61,58,828,4.44,4.41,2.7
"Ideal",61.7,56,1708,5.13,5.18,3.18
"Very Good",58.5,59,755,4.45,4.5,2.62
"Ideal",61.8,56,1122,4.78,4.73,2.94
"Premium",60.3,62,4158,6.56,6.5,3.94
"Very Good",59.4,63,2604,5.76,5.78,3.43
"Ideal",61.1,57,600,4.16,4.12,2.53
"Premium",61.2,59,537,4.56,4.59,2.8
"Very Good",61.2,59,3489,5.86,5.91,3.6
"Premium",60.1,59,1294,5.12,5.1,3.07
"Premium",62.8,59,2871,6.13,6.03,3.82
"Very Good",61.9,59,3119,6.14,6.2,3.82
"Ideal",61.6,54.8,11576,7.73,7.78,4.78
"Premium",61.7,59,10977,6.95,6.99,4.3
"Ideal",60.4,57,734,4.37,4.4,2.65
"Premium",60.1,59,789,4.32,4.37,2.61
"Very Good",63.8,58,10173,6.67,6.69,4.26
"Very Good",63,54,2904,5.91,5.94,3.73
"Very Good",62.5,56,518,4.14,4.18,2.6
"Ideal",61.4,57,1948,5.19,5.26,3.21
"Ideal",61.4,56,1408,5.2,5.23,3.2
"Very Good",62.9,57,11153,7.27,7.3,4.58
"Ideal",61.8,56,959,4.36,4.34,2.69
